desi,dir,oper,veh,tst,tsi,spd,hdg,lat,long,acc,dl,odo,drst,oday,jrn,line,start,loc,stop,route,occu,event,tst_collected
88,1,22,1365,2025-05-18T13:04:40.255Z,1747573480,0.01,119,60.193256,25.034943,-0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:40.211513
88,2,22,1366,2025-05-18T13:04:40.250Z,1747573480,0.02,,60.173692,25.021975,0.01,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:40.342168
88,1,22,1365,2025-05-18T13:04:41.255Z,1747573481,0.0,119,60.193256,25.034943,-0.01,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:41.321118
88,2,22,1359,2025-05-18T13:04:41.251Z,1747573481,2.6,52,60.195076,25.030761,-0.7,218,6340,0,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:41.323611
88,2,22,1366,2025-05-18T13:04:41.250Z,1747573481,0.01,,60.173692,25.021976,-0.01,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:41.345580
88,1,22,1365,2025-05-18T13:04:42.255Z,1747573482,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:42.242001
88,2,22,1359,2025-05-18T13:04:42.251Z,1747573482,1.59,52,60.195087,25.030791,-1.01,198,6345,0,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:42.243527
88,2,22,1366,2025-05-18T13:04:42.250Z,1747573482,0.01,,60.173692,25.021975,-0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:42.320197
88,2,22,1359,2025-05-18T13:04:43.251Z,1747573483,0.52,52,60.195093,25.030806,-1.07,198,6345,0,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:43.471325
88,1,22,1365,2025-05-18T13:04:43.255Z,1747573483,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:43.473122
88,2,22,1366,2025-05-18T13:04:43.250Z,1747573483,0.01,,60.173691,25.021975,-0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:43.474455
88,2,22,1359,2025-05-18T13:04:44.251Z,1747573484,0.02,52,60.195093,25.030808,-0.5,198,6345,0,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:44.168181
88,1,22,1365,2025-05-18T13:04:44.256Z,1747573484,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:44.170218
88,2,22,1366,2025-05-18T13:04:44.250Z,1747573484,0.01,,60.173691,25.021974,0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:44.314962
88,2,22,1359,2025-05-18T13:04:45.251Z,1747573485,0.02,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:45.314411
88,1,22,1365,2025-05-18T13:04:45.256Z,1747573485,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:45.315937
88,2,22,1366,2025-05-18T13:04:45.250Z,1747573485,0.01,,60.17369,25.021974,-0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:45.353074
88,2,22,1359,2025-05-18T13:04:46.251Z,1747573486,0.0,52,60.195092,25.030808,-0.02,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:46.235395
88,1,22,1365,2025-05-18T13:04:46.256Z,1747573486,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:46.237202
88,2,22,1366,2025-05-18T13:04:46.250Z,1747573486,0.0,,60.173691,25.021973,-0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:46.317524
88,2,22,1359,2025-05-18T13:04:47.251Z,1747573487,0.0,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:47.464423
88,1,22,1365,2025-05-18T13:04:47.256Z,1747573487,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:47.466088
88,2,22,1366,2025-05-18T13:04:47.251Z,1747573487,0.02,,60.17369,25.021973,0.01,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:47.467457
88,2,22,1359,2025-05-18T13:04:48.251Z,1747573488,0.0,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:48.166482
88,1,22,1365,2025-05-18T13:04:48.255Z,1747573488,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:48.182760
88,2,22,1366,2025-05-18T13:04:48.250Z,1747573488,0.01,,60.17369,25.021972,-0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:48.308203
88,1,22,1365,2025-05-18T13:04:49.256Z,1747573489,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:49.306427
88,2,22,1359,2025-05-18T13:04:49.251Z,1747573489,0.0,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:49.307708
88,2,22,1366,2025-05-18T13:04:49.250Z,1747573489,0.01,,60.17369,25.021972,-0.01,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:49.340312
88,2,22,1359,2025-05-18T13:04:50.251Z,1747573490,0.0,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:50.229647
88,1,22,1365,2025-05-18T13:04:50.256Z,1747573490,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:50.231673
88,2,22,1366,2025-05-18T13:04:50.251Z,1747573490,0.02,,60.17369,25.021971,0.02,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:50.309112
88,1,22,1365,2025-05-18T13:04:51.256Z,1747573491,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:51.458514
88,2,22,1359,2025-05-18T13:04:51.251Z,1747573491,0.0,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:51.460514
88,2,22,1366,2025-05-18T13:04:51.250Z,1747573491,0.01,,60.173689,25.021971,-0.01,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:51.462490
88,2,22,1359,2025-05-18T13:04:52.251Z,1747573492,0.0,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:52.365160
88,1,22,1365,2025-05-18T13:04:52.256Z,1747573492,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:52.366989
88,2,22,1366,2025-05-18T13:04:52.250Z,1747573492,0.02,,60.173689,25.02197,0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:52.368364
88,2,22,1359,2025-05-18T13:04:53.251Z,1747573493,0.0,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:53.229135
88,1,22,1365,2025-05-18T13:04:53.255Z,1747573493,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:53.231433
88,2,22,1366,2025-05-18T13:04:53.250Z,1747573493,0.01,,60.173688,25.02197,-0.01,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:53.308851
88,2,22,1359,2025-05-18T13:04:54.251Z,1747573494,0.0,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:54.181756
88,1,22,1365,2025-05-18T13:04:54.256Z,1747573494,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:54.213612
88,2,22,1366,2025-05-18T13:04:54.250Z,1747573494,0.01,,60.173688,25.021971,-0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:54.341875
88,2,22,1359,2025-05-18T13:04:55.251Z,1747573495,0.0,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:55.171522
88,1,22,1365,2025-05-18T13:04:55.255Z,1747573495,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:55.183781
88,2,22,1366,2025-05-18T13:04:55.250Z,1747573495,0.0,,60.173688,25.021971,-0.01,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:55.308672
88,2,22,1359,2025-05-18T13:04:56.251Z,1747573496,0.0,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:56.180969
88,1,22,1365,2025-05-18T13:04:56.256Z,1747573496,0.0,119,60.193256,25.034943,0.0,-33,458,1,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:56.184492
88,2,22,1366,2025-05-18T13:04:56.250Z,1747573496,0.01,,60.173687,25.021971,0.01,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:56.306230
88,2,22,1359,2025-05-18T13:04:57.251Z,1747573497,0.0,52,60.195092,25.030808,0.0,198,6345,1,2025-05-18,862,123,15:46,GPS,1431111,1088,0,VP,2025-05-18T16:04:57.294599
88,1,22,1365,2025-05-18T13:04:57.255Z,1747573497,0.0,119,60.193256,25.034943,0.0,-33,458,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:57.296087
88,2,22,1366,2025-05-18T13:04:57.250Z,1747573497,0.01,,60.173687,25.021972,-0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:57.349245
88,1,22,1365,2025-05-18T13:04:58.255Z,1747573498,0.0,119,60.193256,25.034943,0.0,-33,458,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:58.526454
88,2,22,1366,2025-05-18T13:04:58.255Z,1747573498,0.01,,60.173687,25.021972,-0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:58.528124
88,1,22,1365,2025-05-18T13:04:59.255Z,1747573499,0.03,119,60.193256,25.034944,0.03,-33,458,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:04:59.445047
88,2,22,1366,2025-05-18T13:04:59.250Z,1747573499,0.01,,60.173687,25.021972,-0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:04:59.446777
88,1,22,1365,2025-05-18T13:05:00.256Z,1747573500,0.91,119,60.193254,25.03495,0.88,-33,463,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:00.221257
88,2,22,1366,2025-05-18T13:05:00.250Z,1747573500,0.01,,60.173688,25.021972,0.0,90,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:00.340648
88,1,22,1365,2025-05-18T13:05:01.255Z,1747573501,1.66,117,60.193249,25.03497,0.75,-60,463,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:01.221326
88,2,22,1366,2025-05-18T13:05:01.250Z,1747573501,0.02,,60.173688,25.021972,0.02,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:01.303915
88,1,22,1365,2025-05-18T13:05:02.256Z,1747573502,2.1,116,60.193241,25.035,0.44,-60,463,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:02.516736
88,2,22,1366,2025-05-18T13:05:02.250Z,1747573502,0.02,,60.173688,25.021972,-0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:02.517932
88,1,22,1365,2025-05-18T13:05:03.255Z,1747573503,2.26,116,60.193232,25.035035,0.17,-60,468,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:03.221356
88,2,22,1366,2025-05-18T13:05:03.250Z,1747573503,0.02,,60.173688,25.021971,-0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:03.304757
88,1,22,1365,2025-05-18T13:05:04.256Z,1747573504,2.25,116,60.193223,25.035072,-0.01,-60,468,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:04.213486
88,2,22,1366,2025-05-18T13:05:04.250Z,1747573504,0.01,,60.173689,25.021971,-0.01,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:04.299935
88,1,22,1365,2025-05-18T13:05:05.256Z,1747573505,2.19,116,60.193214,25.035108,-0.06,-60,468,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:05.181639
88,2,22,1366,2025-05-18T13:05:05.251Z,1747573505,0.01,,60.173689,25.021971,0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:05.301529
88,1,22,1365,2025-05-18T13:05:06.255Z,1747573506,2.14,116,60.193206,25.035143,-0.05,-60,473,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:06.431698
88,2,22,1366,2025-05-18T13:05:06.250Z,1747573506,0.03,,60.173689,25.02197,0.02,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:06.433487
88,1,22,1365,2025-05-18T13:05:07.255Z,1747573507,2.11,116,60.193197,25.035178,-0.03,-60,473,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:07.432507
88,2,22,1366,2025-05-18T13:05:07.251Z,1747573507,0.01,,60.173689,25.02197,-0.02,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:07.434614
88,1,22,1365,2025-05-18T13:05:08.256Z,1747573508,1.96,116,60.19319,25.035212,-0.15,-60,478,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:08.324234
88,2,22,1366,2025-05-18T13:05:08.250Z,1747573508,0.01,,60.173688,25.02197,0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:08.339719
88,1,22,1365,2025-05-18T13:05:09.256Z,1747573509,1.52,116,60.193183,25.03524,-0.44,-60,478,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:09.199013
88,2,22,1366,2025-05-18T13:05:09.250Z,1747573509,0.01,,60.173688,25.021969,-0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:09.304754
88,1,22,1365,2025-05-18T13:05:10.255Z,1747573510,0.94,116,60.193178,25.035261,-0.58,-60,478,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:10.222062
88,2,22,1366,2025-05-18T13:05:10.250Z,1747573510,0.01,,60.173688,25.021969,0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:10.332496
88,1,22,1365,2025-05-18T13:05:11.255Z,1747573511,0.34,116,60.193176,25.035271,-0.59,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:11.426371
88,2,22,1366,2025-05-18T13:05:11.250Z,1747573511,0.0,,60.173688,25.021968,-0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:11.428178
88,1,22,1365,2025-05-18T13:05:12.255Z,1747573512,0.11,116,60.193175,25.035275,-0.24,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:12.206938
88,2,22,1366,2025-05-18T13:05:12.250Z,1747573512,0.01,,60.173688,25.021968,0.01,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:12.303409
88,1,22,1365,2025-05-18T13:05:13.255Z,1747573513,0.04,116,60.193174,25.035276,-0.07,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:13.186312
88,2,22,1366,2025-05-18T13:05:13.250Z,1747573513,0.01,,60.173687,25.021967,-0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:13.297761
88,1,22,1365,2025-05-18T13:05:14.256Z,1747573514,0.02,116,60.193174,25.035277,-0.02,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:14.187101
88,2,22,1366,2025-05-18T13:05:14.250Z,1747573514,0.01,,60.173687,25.021967,0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:14.302687
88,1,22,1365,2025-05-18T13:05:15.256Z,1747573515,0.0,116,60.193174,25.035277,-0.02,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:15.220028
88,2,22,1366,2025-05-18T13:05:15.250Z,1747573515,0.0,,60.173687,25.021967,-0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:15.295637
88,1,22,1365,2025-05-18T13:05:16.255Z,1747573516,0.0,116,60.193174,25.035277,-0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:16.341894
88,2,22,1366,2025-05-18T13:05:16.250Z,1747573516,0.01,,60.173687,25.021967,0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:16.343727
88,1,22,1365,2025-05-18T13:05:17.256Z,1747573517,0.0,116,60.193174,25.035277,-0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:17.221628
88,2,22,1366,2025-05-18T13:05:17.250Z,1747573517,0.0,,60.173687,25.021967,-0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:17.295918
88,1,22,1365,2025-05-18T13:05:18.256Z,1747573518,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:18.196866
88,2,22,1366,2025-05-18T13:05:18.250Z,1747573518,0.01,,60.173686,25.021967,0.01,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:18.301215
88,1,22,1365,2025-05-18T13:05:19.255Z,1747573519,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:19.182275
88,2,22,1366,2025-05-18T13:05:19.250Z,1747573519,0.01,,60.173686,25.021967,0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:19.301074
88,1,22,1365,2025-05-18T13:05:20.255Z,1747573520,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:20.183238
88,2,22,1366,2025-05-18T13:05:20.250Z,1747573520,0.0,,60.173686,25.021966,-0.01,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:20.304558
88,1,22,1365,2025-05-18T13:05:21.256Z,1747573521,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:21.186140
88,2,22,1366,2025-05-18T13:05:21.250Z,1747573521,0.01,,60.173686,25.021966,0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:21.294052
88,1,22,1365,2025-05-18T13:05:22.256Z,1747573522,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:22.433279
88,2,22,1366,2025-05-18T13:05:22.250Z,1747573522,0.01,,60.173685,25.021967,0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:22.435431
88,1,22,1365,2025-05-18T13:05:23.256Z,1747573523,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:23.193409
88,2,22,1366,2025-05-18T13:05:23.262Z,1747573523,0.02,,60.173685,25.021967,0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:23.298929
88,1,22,1365,2025-05-18T13:05:24.255Z,1747573524,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:24.328115
88,2,22,1366,2025-05-18T13:05:24.250Z,1747573524,0.02,,60.173685,25.021967,0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:24.330109
88,1,22,1365,2025-05-18T13:05:25.255Z,1747573525,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:25.178108
88,2,22,1366,2025-05-18T13:05:25.250Z,1747573525,0.01,,60.173685,25.021967,-0.01,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:25.301156
88,1,22,1365,2025-05-18T13:05:26.255Z,1747573526,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:26.213089
88,2,22,1366,2025-05-18T13:05:26.250Z,1747573526,0.02,,60.173685,25.021968,0.02,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:26.301060
88,1,22,1365,2025-05-18T13:05:27.255Z,1747573527,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:27.185982
88,2,22,1366,2025-05-18T13:05:27.250Z,1747573527,0.0,,60.173685,25.021968,-0.02,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:27.341088
88,1,22,1365,2025-05-18T13:05:28.255Z,1747573528,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:28.205499
88,2,22,1366,2025-05-18T13:05:28.250Z,1747573528,0.01,,60.173685,25.021969,0.01,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:28.300674
88,1,22,1365,2025-05-18T13:05:29.255Z,1747573529,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:29.220948
88,2,22,1366,2025-05-18T13:05:29.250Z,1747573529,0.01,,60.173685,25.02197,0.0,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:29.293579
88,1,22,1365,2025-05-18T13:05:30.255Z,1747573530,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:30.227766
88,2,22,1366,2025-05-18T13:05:30.250Z,1747573530,0.01,,60.173685,25.02197,-0.01,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:30.284702
88,1,22,1365,2025-05-18T13:05:31.255Z,1747573531,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:31.392752
88,2,22,1366,2025-05-18T13:05:31.250Z,1747573531,0.01,,60.173686,25.02197,0.01,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:31.395074
88,1,22,1365,2025-05-18T13:05:32.256Z,1747573532,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:32.314043
88,2,22,1366,2025-05-18T13:05:32.250Z,1747573532,0.01,,60.173686,25.02197,-0.01,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:32.314984
88,1,22,1365,2025-05-18T13:05:33.259Z,1747573533,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:33.189626
88,2,22,1366,2025-05-18T13:05:33.251Z,1747573533,0.03,,60.173686,25.02197,0.03,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:33.285844
88,1,22,1365,2025-05-18T13:05:34.256Z,1747573534,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:34.467343
88,2,22,1366,2025-05-18T13:05:34.250Z,1747573534,0.01,,60.173687,25.02197,-0.02,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:34.469167
88,1,22,1365,2025-05-18T13:05:35.256Z,1747573535,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:35.193053
88,2,22,1366,2025-05-18T13:05:35.251Z,1747573535,0.03,,60.173687,25.021969,0.02,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:35.301004
88,1,22,1365,2025-05-18T13:05:36.256Z,1747573536,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:36.221267
88,2,22,1366,2025-05-18T13:05:36.250Z,1747573536,0.02,,60.173687,25.021969,-0.01,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:36.284795
88,1,22,1365,2025-05-18T13:05:37.255Z,1747573537,0.0,116,60.193174,25.035277,0.0,-60,483,0,2025-05-18,298,123,16:03,GPS,1434112,1088,0,VP,2025-05-18T16:05:37.230781
88,2,22,1366,2025-05-18T13:05:37.250Z,1747573537,0.03,,60.173687,25.021969,0.01,59,0,1,2025-05-18,875,123,16:06,GPS,1494167,1088,0,VP,2025-05-18T16:05:37.286732
